Country,StockCode,Quantity,UnitPrice,Total Amount
EIRE,22609,144,0.76,27.36
EIRE,22610,144,0.76,27.36
EIRE,22614,48,0.58,13.919999999999998
EIRE,22615,192,0.6799999999999999,65.28
EIRE,22617,36,44.550000000000004,178.2
EIRE,22619,20,15.0,75.0
EIRE,22620,185,22.4,258.65
EIRE,22621,36,4.75,57.0
EIRE,22622,24,115.5,270.8
EIRE,22623,130,78.3,689.5
EIRE,22624,82,210.8,676.6
EIRE,22625,60,151.3,489.6
EIRE,22626,6,25.5,51.0
EIRE,22627,36,119.0,306.0
EIRE,22628,161,9.2,684.95
EIRE,22629,370,14.7,625.5
EIRE,22630,562,16.349999999999998,942.2999999999998
EIRE,22631,78,5.55,132.89999999999998
EIRE,22632,108,3.95,202.8
EIRE,22634,4,19.9,39.8
EIRE,22635,16,59.699999999999996,159.2
EIRE,22636,2,8.5,17.0
EIRE,22637,216,27.15,475.20000000000005
EIRE,22638,6,2.55,15.3
EIRE,22642,6,2.55,15.3
EIRE,22644,36,4.35,52.199999999999996
EIRE,22647,36,0.39,14.04
EIRE,22649,24,14.850000000000001,118.80000000000001
EIRE,22650,24,2.9,34.8
EIRE,22651,24,1.7,20.4
EIRE,22652,270,14.85,445.5
EIRE,22653,16,3.9,31.2
EIRE,22654,36,47.6,214.20000000000002
EIRE,22661,40,2.55,34.0
EIRE,22662,270,12.799999999999999,405.5
EIRE,22663,5,4.03,10.14
EIRE,22665,26,14.75,76.70000000000002
EIRE,22666,682,66.25,1944.6999999999998
EIRE,22667,457,29.1,1184.95
EIRE,22668,30,17.700000000000003,88.5
EIRE,22669,20,11.8,59.0
EIRE,22670,60,6.25,75.0
EIRE,22671,204,3.0999999999999996,298.2
EIRE,22672,204,3.0999999999999996,298.2
EIRE,22673,12,1.25,15.0
EIRE,22674,208,3.56,223.52
EIRE,22675,216,3.56,233.52
EIRE,22676,10,1.25,12.5
EIRE,22677,10,1.25,12.5
EIRE,22678,10,1.25,12.5
EIRE,22679,10,1.25,12.5
EIRE,22680,10,1.25,12.5
EIRE,22681,10,1.25,12.5
EIRE,22682,10,1.25,12.5
EIRE,22683,10,1.25,12.5
EIRE,22684,10,1.25,12.5
EIRE,22685,10,1.25,12.5
EIRE,22686,24,1.25,30.0
EIRE,22687,8,16.2,64.2
EIRE,22688,12,15.0,84.0
EIRE,22689,30,38.25,217.5
EIRE,22690,26,37.980000000000004,186.6
EIRE,22692,22,46.8,163.5
EIRE,22693,192,8.75,240.0
EIRE,22694,36,8.4,75.60000000000001
EIRE,22696,30,5.85,58.5
EIRE,22697,459,97.5,1258.0500000000002
EIRE,22698,363,80.2,994.0500000000001
EIRE,22699,960,124.2,2550.0
EIRE,22704,150,1.68,63.0
EIRE,22705,50,0.84,21.0
EIRE,22709,25,0.42,10.5
EIRE,22711,200,0.34,68.0
EIRE,22712,12,0.42,5.04
EIRE,22714,24,0.84,10.08
EIRE,22715,36,1.26,15.120000000000001
EIRE,22716,72,2.52,30.240000000000002
EIRE,22718,12,0.42,5.04
EIRE,22720,347,130.85,1532.8500000000001
EIRE,22721,36,13.8,106.2
EIRE,22722,278,38.0,978.1000000000001
EIRE,22723,34,21.0,101.9
EIRE,22725,116,22.14,417.0
EIRE,22726,24,15.0,90.0
EIRE,22727,276,48.03,999.0
EIRE,22728,220,44.28,789.0
EIRE,22729,24,15.0,90.0
EIRE,22730,8,7.5,30.0
EIRE,22731,18,1.25,22.5
EIRE,22732,18,1.25,22.5
EIRE,22733,18,1.25,22.5
EIRE,22734,42,17.34,121.38
EIRE,22735,20,3.3,33.0
EIRE,22736,20,3.3,33.0
EIRE,22737,70,9.899999999999999,115.5
EIRE,22738,30,4.949999999999999,49.5
EIRE,22739,80,11.549999999999999,132.0
EIRE,22740,192,2.55,163.2
EIRE,22741,48,0.85,40.8
EIRE,22742,24,6.69,44.88000000000001
EIRE,22743,24,6.69,44.88000000000001
EIRE,22744,82,15.14,196.78000000000003
EIRE,22745,36,14.700000000000001,75.6
EIRE,22746,30,12.600000000000001,63.0
EIRE,22747,18,6.300000000000001,37.8
EIRE,22748,42,16.8,88.2
EIRE,22749,34,30.0,127.5
EIRE,22750,34,30.0,127.5
EIRE,22751,10,11.25,37.5
EIRE,22752,12,25.5,102.0
EIRE,22753,48,1.91,25.439999999999998
EIRE,22754,36,1.06,15.239999999999998
EIRE,22755,48,1.91,25.439999999999998
EIRE,22756,12,1.25,15.0
EIRE,22757,24,2.5,30.0
EIRE,22758,36,1.6400000000000001,24.36
EIRE,22759,60,8.25,99.0
EIRE,22760,2,25.5,25.5
EIRE,22762,3,44.849999999999994,44.849999999999994
EIRE,22763,4,19.9,39.8
EIRE,22766,256,52.7,716.8000000000001
EIRE,22767,28,99.5,278.59999999999997
EIRE,22768,14,59.699999999999996,139.29999999999998
EIRE,22769,4,21.95,87.8
EIRE,22770,1,14.95,14.95
EIRE,22771,96,8.75,120.0
EIRE,22772,60,5.0,75.0
EIRE,22773,60,5.0,75.0
EIRE,22774,48,5.0,60.0
EIRE,22775,48,5.0,60.0
EIRE,22776,36,86.64999999999999,323.4
EIRE,22780,8,8.5,34.0
EIRE,22781,2,7.65,15.3
EIRE,22782,2,24.95,49.9
EIRE,22784,6,9.9,29.7
EIRE,22788,2,9.95,19.9
EIRE,22791,96,6.25,120.0
EIRE,22792,24,1.7,20.4
EIRE,22794,8,31.8,63.6
EIRE,22795,236,103.2,1439.4
EIRE,22796,30,109.44999999999999,298.5
EIRE,22797,36,118.64999999999999,610.2
EIRE,22798,24,8.850000000000001,70.80000000000001
EIRE,22799,16,11.45,69.4
EIRE,22800,4,3.75,15.0
EIRE,22801,8,7.5,30.0
EIRE,22803,1,39.95,39.95
EIRE,22804,174,28.700000000000003,474.9
EIRE,22805,12,1.25,15.0
EIRE,22806,6,2.95,17.700000000000003
EIRE,22807,12,5.9,35.400000000000006
EIRE,22808,16,8.850000000000001,47.2
EIRE,22809,12,5.9,35.400000000000006
EIRE,22810,6,2.95,17.700000000000003
EIRE,22811,6,2.95,17.700000000000003
EIRE,22815,36,0.84,15.120000000000001
EIRE,22816,36,0.84,15.120000000000001
EIRE,22818,12,0.42,5.04
EIRE,22820,36,1.9500000000000002,23.400000000000002
EIRE,22821,96,3.25,62.400000000000006
EIRE,22822,20,29.75,119.0
EIRE,22824,1,35.95,35.95
EIRE,22827,1,165.0,165.0
EIRE,22829,8,29.849999999999998,79.6
EIRE,22831,160,11.4,414.4
EIRE,22832,2,10.75,21.5
EIRE,22835,70,66.9,332.70000000000005
EIRE,22837,8,4.65,37.2
EIRE,22838,331,119.15,4235.65
EIRE,22839,94,108.6,1211.7
EIRE,22840,174,85.45,1227.3
EIRE,22841,24,46.7,178.8
EIRE,22842,118,63.5,710.1
EIRE,22843,106,56.75,638.7
EIRE,22844,10,34.0,85.0
EIRE,22845,8,19.049999999999997,50.8
EIRE,22846,32,265.2,518.4
EIRE,22847,44,212.35,689.8
EIRE,22848,4,33.9,67.8
EIRE,22849,10,82.75,161.5
EIRE,22851,120,6.8,102.0
EIRE,22852,12,12.75,51.0
EIRE,22853,6,3.25,19.5
EIRE,22854,12,14.850000000000001,59.400000000000006
EIRE,22856,24,2.5,30.0
EIRE,22857,24,1.7,20.4
EIRE,22858,18,4.949999999999999,29.700000000000003
EIRE,22859,18,3.3,29.700000000000003
EIRE,22860,24,4.949999999999999,39.6
EIRE,22861,12,1.65,19.8
EIRE,22863,214,19.05,554.5
EIRE,22865,24,4.2,50.400000000000006
EIRE,22866,108,3.95,202.8
EIRE,22867,12,2.1,25.200000000000003
EIRE,22890,2,9.95,19.9
EIRE,22891,33,16.5,128.25
EIRE,22892,48,5.0,60.0
EIRE,22894,11,29.849999999999998,109.45
EIRE,22895,6,3.25,19.5
EIRE,22896,124,9.75,271.2
EIRE,22897,40,4.35,58.0
EIRE,22898,40,7.8,78.0
EIRE,22899,38,12.600000000000001,79.8
EIRE,22904,54,8.850000000000001,159.3
EIRE,22905,6,2.95,17.700000000000003
EIRE,22906,36,4.949999999999999,59.400000000000006
EIRE,22907,576,13.26,424.32
EIRE,22908,372,4.89,255.72
EIRE,22909,1140,13.799999999999999,844.2
EIRE,22910,562,19.45,1449.9
EIRE,22912,13,19.8,64.35
EIRE,22913,14,14.850000000000001,69.30000000000001
EIRE,22914,23,29.700000000000003,113.85000000000001
EIRE,22915,24,0.84,10.08
EIRE,22916,24,1.3,15.600000000000001
EIRE,22917,48,2.6,31.200000000000003
EIRE,22918,36,1.9500000000000002,23.400000000000002
EIRE,22919,24,1.3,15.600000000000001
EIRE,22920,36,1.9500000000000002,23.400000000000002
EIRE,22921,24,1.3,15.600000000000001
EIRE,22922,24,1.7,20.4
EIRE,22923,24,1.7,20.4
EIRE,22925,6,17.85,35.7
EIRE,22926,6,11.9,35.7
EIRE,22927,16,35.7,95.2
EIRE,22928,4,11.9,23.8
EIRE,22929,1,65.0,65.0
EIRE,22930,4,2.55,10.2
EIRE,22931,156,7.199999999999999,333.00000000000006
EIRE,22932,262,14.399999999999999,560.1
EIRE,22933,142,11.4,370.90000000000003
EIRE,22934,78,5.5,201.3
EIRE,22935,144,5.5,396.0
EIRE,22936,150,8.75,415.5
EIRE,22937,30,10.2,76.5
EIRE,22938,24,1.95,46.8
EIRE,22939,38,24.75,188.10000000000002
EIRE,22940,28,21.25,119.0
EIRE,22941,20,25.5,170.0
EIRE,22942,26,28.45,154.4
EIRE,22943,39,19.1,176.25
EIRE,22944,312,2.81,142.32
EIRE,22945,336,3.1399999999999997,248.16
EIRE,22946,6,50.849999999999994,101.69999999999999
EIRE,22947,42,81.6,369.9
EIRE,22948,72,2.55,61.199999999999996
EIRE,22950,1356,11.0,1764.6
EIRE,22951,216,4.95,118.8
EIRE,22952,1440,7.050000000000001,636.0
EIRE,22955,40,6.300000000000001,84.0
EIRE,22956,40,6.300000000000001,84.0
EIRE,22957,393,25.35,1015.35
EIRE,22959,75,1.26,31.5
EIRE,22960,756,123.25,2976.0
EIRE,22961,965,41.85,1341.65
EIRE,22962,36,2.55,30.599999999999998
EIRE,22963,48,3.4,40.8
EIRE,22964,152,6.050000000000001,283.20000000000005
EIRE,22965,204,18.650000000000002,392.40000000000003
EIRE,22966,504,19.62,575.28
EIRE,22967,320,22.8,828.8000000000001
EIRE,22968,74,38.349999999999994,643.5
EIRE,22969,480,19.9,652.8
EIRE,22972,24,3.3,39.6
EIRE,22974,24,3.3,39.6
EIRE,22975,12,1.25,15.0
EIRE,22976,12,1.25,15.0
EIRE,22977,24,2.5,30.0
EIRE,22978,264,54.81,946.8
EIRE,22979,316,18.45,429.4
EIRE,22980,210,16.099999999999998,327.3
EIRE,22981,24,2.9,34.8
EIRE,22982,48,3.75,60.0
EIRE,22983,36,1.26,15.120000000000001
EIRE,22984,36,1.26,15.120000000000001
EIRE,22985,475,2.02,175.5
EIRE,22986,50,0.84,21.0
EIRE,22989,230,21.75,647.5
EIRE,22990,24,29.700000000000003,118.8
EIRE,22991,108,15.6,210.6
EIRE,22992,60,9.75,117.0
EIRE,22993,400,23.18,458.96000000000004
EIRE,22994,24,0.42,10.08
EIRE,22999,48,0.84,20.16
EIRE,23000,24,0.42,10.08
EIRE,23004,24,0.42,10.08
EIRE,23006,24,0.42,10.08
EIRE,23007,54,80.75,819.3
EIRE,23008,78,110.64999999999999,1178.1
EIRE,23010,57,78.75,858.1499999999999
EIRE,23012,20,7.4,73.0
EIRE,23013,20,11.350000000000001,73.0
EIRE,23015,2,8.25,16.5
EIRE,23021,4,4.15,16.6
EIRE,23022,24,2.08,49.92
EIRE,23023,12,1.65,19.8
EIRE,23025,6,2.08,12.48
EIRE,23026,12,4.16,24.96
EIRE,23028,252,6.199999999999999,367.8
EIRE,23029,36,8.25,59.4
EIRE,23031,54,11.549999999999999,89.1
EIRE,23032,372,10.95,546.6
EIRE,23033,18,2.9,26.099999999999998
EIRE,23035,108,7.25,156.6
EIRE,23040,123,10.7,611.25
EIRE,23044,6,4.15,24.9
EIRE,23045,6,4.15,24.9
EIRE,23046,242,12.4,1393.3
EIRE,23048,8,8.3,33.2
EIRE,23049,12,49.5,99.0
EIRE,23050,7,33.0,57.75
EIRE,23051,1,8.25,8.25
EIRE,23052,10,41.25,82.5
EIRE,23053,1,8.25,8.25
EIRE,23054,6,24.75,49.5
EIRE,23056,3,6.25,18.75
EIRE,23058,24,1.58,18.96
EIRE,23060,12,2.08,24.96
EIRE,23061,24,2.5,30.0
EIRE,23064,2,49.95,99.9
EIRE,23065,58,36.15,660.2
EIRE,23066,59,32.2,448.35
EIRE,23067,6,4.15,24.9
EIRE,23068,8,2.49,19.92
EIRE,23069,2,6.25,12.5
EIRE,23070,4,4.15,16.6
EIRE,23071,3,12.5,37.5
EIRE,23072,3,12.5,37.5
EIRE,23073,9,62.5,112.5
EIRE,23074,6,2.08,12.48
EIRE,23075,12,8.3,49.800000000000004
EIRE,23076,96,5.0,120.0
EIRE,23077,60,2.5,75.0
EIRE,23078,72,3.75,90.0
EIRE,23079,6,17.9,53.699999999999996
EIRE,23080,8,24.75,66.0
EIRE,23081,10,24.75,82.5
EIRE,23082,42,11.25,157.5
EIRE,23083,60,22.5,225.0
EIRE,23084,54,14.56,112.32000000000001
EIRE,23085,6,20.8,62.400000000000006
EIRE,23086,16,1.25,20.0
EIRE,23088,16,1.25,20.0
EIRE,23089,6,1.65,9.9
EIRE,23090,36,1.66,29.880000000000003
EIRE,23091,13,18.75,81.25
EIRE,23092,6,23.700000000000003,47.400000000000006
EIRE,23093,64,7.0600000000000005,139.68
EIRE,23094,6,25.0,75.0
EIRE,23096,72,1.45,104.4
EIRE,23099,8,26.6,53.2
EIRE,23100,12,1.25,15.0
EIRE,23101,60,3.32,49.800000000000004
EIRE,23103,24,1.65,39.6
EIRE,23104,3,25.0,37.5
EIRE,23107,8,0.79,6.32
EIRE,23108,196,83.2,1080.52
EIRE,23109,60,14.450000000000001,173.4
EIRE,23110,50,56.7,274.7
EIRE,23111,24,135.4,283.2
EIRE,23112,32,51.65,229.8
EIRE,23113,6,4.95,29.700000000000003
EIRE,23114,9,4.95,44.55
EIRE,23118,30,82.5,225.0
EIRE,23119,36,1.24,22.32
EIRE,23121,48,0.84,20.16
EIRE,23122,12,0.83,9.96
EIRE,23123,12,0.83,9.96
EIRE,23124,128,3.75,160.0
EIRE,23125,12,1.25,15.0
EIRE,23126,34,34.65,168.3
EIRE,23127,10,14.850000000000001,49.5
EIRE,23128,4,4.95,19.8
EIRE,23129,68,20.35,263.0
EIRE,23130,20,16.6,83.0
EIRE,23131,252,16.6,1045.8
EIRE,23132,18,16.45,93.9
EIRE,23133,28,48.3,211.8
EIRE,23136,4,3.75,15.0
EIRE,23137,8,1.25,10.0
EIRE,23138,24,2.9,34.8
EIRE,23139,12,1.45,17.4
EIRE,23142,3,20.8,31.200000000000003
EIRE,23144,72,3.32,59.760000000000005
EIRE,23145,36,2.8499999999999996,34.2
EIRE,23146,42,16.05,128.57999999999998
EIRE,23147,48,5.8,69.6
EIRE,23148,60,2.4899999999999998,49.800000000000004
EIRE,23149,6,2.49,14.94
EIRE,23150,10,4.98,24.9
EIRE,23152,16,7.5,60.0
EIRE,23153,8,7.5,30.0
EIRE,23154,12,2.08,24.96
EIRE,23155,60,4.1499999999999995,49.800000000000004
EIRE,23156,12,2.08,24.96
EIRE,23157,780,12.02,1012.8
EIRE,23158,24,2.08,49.92
EIRE,23159,24,4.16,49.92
EIRE,23160,36,2.5,45.0
EIRE,23161,156,3.54,169.8
EIRE,23162,148,32.83,510.84000000000003
EIRE,23163,340,30.730000000000004,767.8800000000001
EIRE,23164,116,18.200000000000003,487.80000000000007
EIRE,23165,132,11.35,208.20000000000002
EIRE,23166,480,9.370000000000001,569.76
EIRE,23167,84,3.32,69.72
EIRE,23168,132,11.25,165.0
EIRE,23169,62,36.95,250.1
EIRE,23170,528,38.6,823.2
EIRE,23171,420,34.05,664.1999999999999
EIRE,23172,396,32.4,624.6
EIRE,23173,196,168.29999999999998,1669.4
EIRE,23174,298,98.4,1188.7
EIRE,23175,260,76.0,773.0
EIRE,23176,56,15.75,126.0
EIRE,23177,24,6.75,54.0
EIRE,23178,18,5.78,52.019999999999996
EIRE,23179,6,2.89,17.34
EIRE,23180,4,4.95,19.8
EIRE,23182,48,1.66,39.84
EIRE,23183,18,11.25,67.5
EIRE,23184,12,4.95,59.400000000000006
EIRE,23185,12,0.29,3.4799999999999995
EIRE,23186,588,2.78,386.5199999999999
EIRE,23187,126,0.8699999999999999,36.53999999999999
EIRE,23188,48,6.6,79.2
EIRE,23189,48,17.34,138.72
EIRE,23191,48,6.6,79.2
EIRE,23192,216,12.6,327.59999999999997
EIRE,23193,24,6.75,54.0
EIRE,23194,24,6.75,54.0
EIRE,23196,48,5.8,69.6
EIRE,23197,72,8.7,104.39999999999999
EIRE,23198,180,17.2,251.39999999999998
EIRE,23199,120,16.64,249.60000000000002
EIRE,23200,40,4.16,83.2
EIRE,23201,213,33.15,441.74
EIRE,23202,253,37.31,524.94
EIRE,23203,113,20.8,235.04000000000002
EIRE,23204,140,3.27,106.0
EIRE,23205,340,4.71,250.0
EIRE,23206,100,11.549999999999999,165.0
EIRE,23207,142,21.45,234.3
EIRE,23208,80,9.899999999999999,132.0
EIRE,23209,143,21.45,235.95
EIRE,23210,216,4.79,239.76
EIRE,23211,72,3.75,90.0
EIRE,23212,156,2.29,164.76
EIRE,23213,12,1.25,15.0
EIRE,23214,12,2.08,24.96
EIRE,23218,12,1.25,15.0
EIRE,23220,48,3.32,39.84
EIRE,23221,12,0.83,9.96
EIRE,23222,12,0.83,9.96
EIRE,23224,24,1.66,19.92
EIRE,23225,168,2.38,123.60000000000001
EIRE,23226,48,2.5,60.0
EIRE,23227,24,1.25,30.0
EIRE,23229,50,33.75,187.5
EIRE,23230,1175,3.48,425.5
EIRE,23231,25,0.42,10.5
EIRE,23232,675,2.36,251.5
EIRE,23234,12,5.78,34.68
EIRE,23235,6,2.89,17.34
EIRE,23236,264,18.630000000000003,666.96
EIRE,23237,6,4.15,24.9
EIRE,23239,2,4.15,8.3
EIRE,23240,42,29.050000000000004,174.29999999999998
EIRE,23241,60,6.01,113.76000000000002
EIRE,23242,6,2.08,12.48
EIRE,23243,68,69.3,336.6
EIRE,23244,18,5.85,35.099999999999994
EIRE,23245,265,165.1,1209.3500000000001
EIRE,23247,42,11.56,121.38
EIRE,23249,36,4.949999999999999,59.400000000000006
EIRE,23250,72,5.0,90.0
EIRE,23251,84,6.25,105.0
EIRE,23252,36,18.75,135.0
EIRE,23253,8,31.9,127.6
EIRE,23254,8,4.15,33.2
EIRE,23263,144,4.79,159.84
EIRE,23264,72,7.5,90.0
EIRE,23265,48,5.0,60.0
EIRE,23266,72,7.5,90.0
EIRE,23267,120,7.5,150.0
EIRE,23268,24,2.9,34.8
EIRE,23269,24,2.9,34.8
EIRE,23270,12,1.45,17.4
EIRE,23271,80,2.4899999999999998,66.4
EIRE,23272,12,1.65,19.8
EIRE,23273,48,6.6,79.2
EIRE,23274,36,4.949999999999999,59.400000000000006
EIRE,23275,36,3.75,45.0
EIRE,23280,12,0.83,9.96
EIRE,23281,24,1.66,19.92
EIRE,23282,36,2.4899999999999998,29.880000000000003
EIRE,23283,20,39.15,148.2
EIRE,23284,4,16.5,33.0
EIRE,23285,16,1.7,13.6
EIRE,23286,24,1.7,20.4
EIRE,23287,16,0.85,13.6
EIRE,23288,16,1.7,13.6
EIRE,23289,16,2.5,20.0
EIRE,23290,16,2.5,20.0
EIRE,23291,24,3.75,30.0
EIRE,23292,16,2.5,20.0
EIRE,23293,472,8.799999999999999,349.52
EIRE,23294,480,8.799999999999999,356.15999999999997
EIRE,23295,80,4.9799999999999995,66.4
EIRE,23296,76,8.75,95.0
EIRE,23297,304,8.049999999999999,453.6
EIRE,23298,503,102.35000000000001,2169.8500000000004
EIRE,23299,154,33.39,541.5
EIRE,23300,48,4.949999999999999,79.2
EIRE,23301,60,8.25,99.0
EIRE,23302,84,7.39,117.96000000000001
EIRE,23306,108,13.049999999999999,156.6
EIRE,23307,360,7.700000000000001,198.0
EIRE,23308,312,6.6000000000000005,171.6
EIRE,23310,252,2.1,105.83999999999999
EIRE,23311,72,20.4,183.6
EIRE,23312,8,8.3,33.2
EIRE,23313,60,14.05,257.0
EIRE,23314,24,100.0,300.0
EIRE,23315,52,34.4,431.0
EIRE,23316,6,19.9,59.699999999999996
EIRE,23317,4,9.95,39.8
EIRE,23318,366,11.22,773.5799999999999
EIRE,23319,24,9.96,59.76
EIRE,23320,192,26.470000000000002,456.96
EIRE,23321,48,6.6,79.2
EIRE,23322,112,17.3,314.40000000000003
EIRE,23323,12,4.2,25.2
EIRE,23324,24,2.08,49.92
EIRE,23325,12,1.65,19.8
EIRE,23326,144,1.8900000000000001,90.72
EIRE,23328,50,33.75,187.5
EIRE,23329,36,4.949999999999999,59.400000000000006
EIRE,23330,48,5.0,60.0
EIRE,23332,48,6.6,79.2
EIRE,23333,36,3.75,45.0
EIRE,23335,6,2.08,12.48
EIRE,23336,6,2.08,12.48
EIRE,23337,6,2.08,12.48
EIRE,23338,6,2.08,12.48
EIRE,23339,6,2.08,12.48
EIRE,23340,36,3.3,59.400000000000006
EIRE,23341,6,25.5,51.0
EIRE,23342,10,34.0,85.0
EIRE,23343,20,4.16,41.6
EIRE,23344,50,10.4,104.0
EIRE,23345,24,2.5,30.0
EIRE,23346,12,1.25,15.0
EIRE,23348,24,8.32,49.92
EIRE,23349,48,5.0,60.0
EIRE,23350,48,3.75,60.0
EIRE,23351,60,5.0,75.0
EIRE,23352,12,1.25,15.0
EIRE,23353,72,4.1499999999999995,59.760000000000005
EIRE,23354,72,4.1499999999999995,59.760000000000005
EIRE,23355,44,28.900000000000002,198.6
EIRE,23356,66,40.65,368.70000000000005
EIRE,23358,54,13.75,112.5
EIRE,23359,12,1.95,23.4
EIRE,23360,100,7.5,173.39999999999998
EIRE,23366,16,0.65,10.4
EIRE,23367,48,1.9500000000000002,31.200000000000003
EIRE,23368,32,1.3,20.8
EIRE,23373,50,1.64,41.0
EIRE,23374,80,4.1,65.6
EIRE,23378,48,0.78,18.72
EIRE,23380,24,0.39,9.36
EIRE,23382,80,33.29,283.44
EIRE,23388,4,4.15,16.6
EIRE,23389,8,8.3,33.2
EIRE,23390,8,8.3,33.2
EIRE,23392,6,2.08,12.48
EIRE,23393,16,11.25,60.0
EIRE,23395,4,3.75,15.0
EIRE,23396,4,3.75,15.0
EIRE,23397,38,76.0,334.9
EIRE,23398,24,1.7,20.4
EIRE,23399,36,2.55,30.599999999999998
EIRE,23400,4,12.5,25.0
EIRE,23401,8,25.0,50.0
EIRE,23402,16,7.5,60.0
EIRE,23403,20,18.75,75.0
EIRE,23404,18,14.850000000000001,89.10000000000001
EIRE,23405,4,4.95,19.8
EIRE,23406,6,18.75,37.5
EIRE,23407,10,39.8,99.5
EIRE,23408,18,6.24,37.44
EIRE,23409,12,7.5,45.0
EIRE,23411,18,14.850000000000001,89.10000000000001
EIRE,23413,21,34.65,103.95
EIRE,23414,1,9.95,9.95
EIRE,23415,48,2.4299999999999997,33.84
EIRE,23417,12,0.39,4.68
EIRE,23419,24,4.16,49.92
EIRE,23422,12,2.08,24.96
EIRE,23423,24,11.25,90.0
EIRE,23424,16,19.8,79.2
EIRE,23425,6,2.49,14.94
EIRE,23426,12,5.78,34.68
EIRE,23427,10,75.0,125.0
EIRE,23428,2,8.15,16.3
EIRE,23429,2,8.15,16.3
EIRE,23430,2,8.15,16.3
EIRE,23431,36,2.4899999999999998,29.880000000000003
EIRE,23432,72,3.32,59.760000000000005
EIRE,23433,36,2.4899999999999998,29.880000000000003
EIRE,23434,60,4.45,73.2
EIRE,23435,30,2.87,49.5
EIRE,23436,12,1.25,15.0
EIRE,23437,48,1.25,60.0
EIRE,23438,48,1.25,60.0
EIRE,23439,24,4.2,50.400000000000006
EIRE,23451,6,1.95,11.7
EIRE,23452,6,1.95,11.7
EIRE,23453,8,1.95,15.6
EIRE,23454,28,7.9,106.6
EIRE,23455,36,2.49,89.64000000000001
EIRE,23456,22,7.9,84.1
EIRE,23457,24,4.5,108.0
EIRE,23458,4,29.9,59.8
EIRE,23460,2,9.95,19.9
EIRE,23461,8,8.3,33.2
EIRE,23467,6,3.29,19.74
EIRE,23469,6,4.15,24.9
EIRE,23470,4,12.5,25.0
EIRE,23472,2,14.95,29.9
EIRE,23473,12,0.83,9.96
EIRE,23475,12,0.83,9.96
EIRE,23479,12,39.25,94.19999999999999
EIRE,23480,4,3.75,15.0
EIRE,23485,9,66.6,191.4
EIRE,23486,6,49.949999999999996,99.89999999999999
EIRE,23489,24,5.78,69.36
EIRE,23490,90,17.83,304.38
EIRE,23491,8,24.75,66.0
EIRE,23492,4,16.5,33.0
EIRE,23493,30,3.9,58.5
EIRE,23494,24,23.8,142.8
EIRE,23495,48,3.75,60.0
EIRE,23496,12,1.25,15.0
EIRE,23497,60,7.25,87.0
EIRE,23498,24,1.45,34.8
EIRE,23499,24,0.42,10.08
EIRE,23500,20,1.25,25.0
EIRE,23502,12,1.25,15.0
EIRE,23506,20,0.42,8.4
EIRE,23507,60,1.26,25.200000000000003
EIRE,23508,20,0.42,8.4
EIRE,23509,20,0.42,8.4
EIRE,23510,20,0.42,8.4
EIRE,23511,6,2.08,12.48
EIRE,23512,6,2.08,12.48
EIRE,23514,12,4.16,24.96
EIRE,23517,6,2.89,17.34
EIRE,23522,12,1.25,15.0
EIRE,23524,6,3.75,22.5
EIRE,23526,4,5.95,23.8
EIRE,23530,6,4.95,29.700000000000003
EIRE,23531,3,6.95,20.85
EIRE,23532,3,4.95,14.85
EIRE,23534,21,17.25,117.75
EIRE,23536,12,17.85,71.4
EIRE,23541,4,16.5,33.0
EIRE,23542,6,16.5,49.5
EIRE,23543,2,8.25,16.5
EIRE,23545,50,0.84,21.0
EIRE,23546,100,1.26,42.0
EIRE,23549,25,0.42,10.5
EIRE,23550,25,0.42,10.5
EIRE,23551,72,0.78,28.08
EIRE,23552,18,4.16,37.44
EIRE,23559,18,4.16,37.44
EIRE,23564,48,1.25,60.0
EIRE,23565,48,1.25,60.0
EIRE,23566,48,1.25,60.0
EIRE,23567,12,1.25,15.0
EIRE,23568,12,1.25,15.0
EIRE,23569,40,24.75,198.0
EIRE,23571,60,6.6,99.0
EIRE,23574,1,7.5,7.5
EIRE,23581,10,2.08,20.8
EIRE,23582,10,2.08,20.8
EIRE,23583,30,4.949999999999999,49.5
EIRE,23691,25,0.42,10.5
EIRE,23692,25,0.42,10.5
EIRE,23695,12,0.42,5.04
EIRE,23697,24,0.84,10.08
EIRE,35001G,6,4.25,25.5
EIRE,35095A,24,0.42,10.08
EIRE,35241,3,4.95,14.85
EIRE,35471D,48,0.78,18.72
EIRE,35598B,6,2.95,17.700000000000003
EIRE,35598D,24,0.65,15.6
EIRE,35646,48,2.5,60.0
EIRE,35648,24,0.83,19.92
EIRE,35651,12,1.65,19.8
EIRE,35809A,3,0.83,2.49
EIRE,35810A,24,0.83,19.92
EIRE,35810B,12,0.83,9.96
EIRE,35815P,48,0.38,18.24
EIRE,35818P,48,0.76,18.240000000000002
EIRE,35819B,48,0.76,18.240000000000002
EIRE,35911A,24,1.7,20.4
EIRE,35912B,144,2.12,152.64000000000001
EIRE,35914,24,2.95,35.400000000000006
EIRE,35922,5,4.95,24.75
EIRE,35923,396,1.84,250.92
EIRE,35924,72,1.69,121.68
EIRE,35933,20,0.76,7.6
EIRE,35953,96,0.78,37.44
EIRE,35957,96,0.19,18.24
EIRE,35961,36,1.7,30.599999999999998
EIRE,35964,72,0.78,28.08
EIRE,35965,24,0.79,18.96
EIRE,35967,48,1.1400000000000001,18.240000000000002
